,Sim,Step,Firm,Agent Type,Market,Capital,Rev,Fix Cost,Var Cost,Entry Cost,In Market,Price,Quantity,Market Number
98,0,2,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
99,0,3,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
100,0,4,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
101,0,5,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
102,0,6,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
103,0,7,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
104,0,8,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
105,0,9,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
106,0,10,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
107,0,11,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
108,0,0,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
109,0,1,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
110,0,2,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
111,0,3,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
112,0,4,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
113,0,5,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
114,0,6,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
115,0,7,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
116,0,8,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
117,0,9,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
118,0,10,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
119,0,11,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
120,0,0,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
121,0,1,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
122,0,2,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
123,0,3,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
124,0,4,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
125,0,5,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
126,0,6,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
127,0,7,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
128,0,8,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
129,0,9,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
130,0,10,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
131,0,11,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
132,0,0,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
133,0,1,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
134,0,2,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
135,0,3,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
136,0,4,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
137,0,5,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
138,0,6,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
139,0,7,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
140,0,8,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
141,0,9,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
142,0,10,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
143,0,11,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
144,1,0,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
145,1,1,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
146,1,2,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
147,1,3,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
148,1,4,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
149,1,5,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
150,1,6,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
151,1,7,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
152,1,8,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
153,1,9,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
154,1,10,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
155,1,11,0,Placeholder for agent info; Fill this in!,0,1000,0,0,0,0,0,0,0,Market # Placeholder
156,1,0,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
157,1,1,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
158,1,2,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
159,1,3,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
160,1,4,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
161,1,5,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
162,1,6,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
163,1,7,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
164,1,8,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
165,1,9,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
166,1,10,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
167,1,11,0,Placeholder for agent info; Fill this in!,1,1000,0,0,0,0,0,0,0,Market # Placeholder
168,1,0,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
169,1,1,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
170,1,2,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
171,1,3,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
172,1,4,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
173,1,5,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
174,1,6,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
175,1,7,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
176,1,8,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
177,1,9,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
178,1,10,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
179,1,11,0,Placeholder for agent info; Fill this in!,2,1000,0,0,0,0,0,0,0,Market # Placeholder
180,1,0,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
181,1,1,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
182,1,2,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
183,1,3,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
184,1,4,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
185,1,5,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
186,1,6,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
187,1,7,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
188,1,8,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
189,1,9,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
190,1,10,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
191,1,11,0,Placeholder for agent info; Fill this in!,3,1000,0,0,0,0,0,0,0,Market # Placeholder
192,1,0,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
193,1,1,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
194,1,2,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
195,1,3,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
196,1,4,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
197,1,5,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
198,1,6,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
199,1,7,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
200,1,8,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
201,1,9,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
202,1,10,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
203,1,11,0,Placeholder for agent info; Fill this in!,4,1000,0,0,0,0,0,0,0,Market # Placeholder
204,1,0,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
205,1,1,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
206,1,2,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
207,1,3,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
208,1,4,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
209,1,5,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
210,1,6,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
211,1,7,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
212,1,8,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
213,1,9,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
214,1,10,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
215,1,11,0,Placeholder for agent info; Fill this in!,5,1000,0,0,0,0,0,0,0,Market # Placeholder
216,1,0,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
217,1,1,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
218,1,2,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
219,1,3,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
220,1,4,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
221,1,5,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
222,1,6,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
223,1,7,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
224,1,8,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
225,1,9,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
226,1,10,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
227,1,11,1,Placeholder for agent info; Fill this in!,0,nan,0,0,0,0,0,0,0,Market # Placeholder
228,1,0,1,Placeholder for agent info; Fill this in!,1,0,0,0,0,0,0,0,0,Market # Placeholder
229,1,1,1,Placeholder for agent info; Fill this in!,1,0,0,0,0,0,0,0,0,Market # Placeholder
230,1,2,1,Placeholder for agent info; Fill this in!,1,0,0,0,0,0,0,0,0,Market # Placeholder
231,1,3,1,Placeholder for agent info; Fill this in!,1,0,0,0,0,0,0,0,0,Market # Placeholder
232,1,4,1,Placeholder for agent info; Fill this in!,1,0,0,0,0,0,0,0,0,Market # Placeholder
233,1,5,1,Placeholder for agent info; Fill this in!,1,0,0,0,0,0,0,0,0,Market # Placeholder
234,1,6,1,Placeholder for agent info; Fill this in!,1,nan,0,0,0,0,0,0,0,Market # Placeholder
235,1,7,1,Placeholder for agent info; Fill this in!,1,nan,0,0,0,0,0,0,0,Market # Placeholder
236,1,8,1,Placeholder for agent info; Fill this in!,1,nan,0,0,0,0,0,0,0,Market # Placeholder
237,1,9,1,Placeholder for agent info; Fill this in!,1,nan,0,0,0,0,0,0,0,Market # Placeholder
238,1,10,1,Placeholder for agent info; Fill this in!,1,nan,0,0,0,0,0,0,0,Market # Placeholder
239,1,11,1,Placeholder for agent info; Fill this in!,1,nan,0,0,0,0,0,0,0,Market # Placeholder
240,1,0,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
241,1,1,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
242,1,2,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
243,1,3,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
244,1,4,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
245,1,5,1,Placeholder for agent info; Fill this in!,2,0,0,0,0,0,0,0,0,Market # Placeholder
246,1,6,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
247,1,7,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
248,1,8,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
249,1,9,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
250,1,10,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
251,1,11,1,Placeholder for agent info; Fill this in!,2,nan,0,0,0,0,0,0,0,Market # Placeholder
252,1,0,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
253,1,1,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
254,1,2,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
255,1,3,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
256,1,4,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
257,1,5,1,Placeholder for agent info; Fill this in!,3,0,0,0,0,0,0,0,0,Market # Placeholder
258,1,6,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
259,1,7,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
260,1,8,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
261,1,9,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
